r,c,ndvi
19.0,23.0,0.484
19.0,24.0,0.467
19.0,25.0,0.261
19.0,26.0,0.263
19.0,27.0,0.356
19.0,28.0,0.242
19.0,29.0,0.239
19.0,30.0,0.16
19.0,31.0,-0.194
19.0,32.0,0.389
19.0,33.0,0.374
19.0,34.0,0.225
19.0,35.0,0.355
19.0,36.0,0.411
19.0,37.0,0.615
19.0,38.0,0.574
19.0,39.0,0.176
19.0,40.0,0.294
19.0,41.0,0.499
19.0,42.0,0.539
19.0,43.0,0.434
19.0,44.0,0.254
19.0,45.0,0.223
19.0,46.0,0.241
19.0,47.0,0.265
19.0,48.0,0.29
19.0,49.0,0.519
19.0,50.0,0.514
19.0,51.0,0.496
19.0,52.0,0.628
19.0,53.0,0.511
19.0,54.0,0.431
19.0,55.0,0.641
19.0,56.0,0.627
19.0,57.0,0.612
19.0,58.0,0.597
19.0,59.0,0.529
20.0,0.0,0.786
20.0,1.0,0.3
20.0,2.0,0.137
20.0,3.0,0.577
20.0,4.0,0.274
20.0,5.0,0.368
20.0,6.0,0.579
20.0,7.0,0.599
20.0,8.0,0.59
20.0,9.0,0.72
20.0,10.0,0.533
20.0,11.0,0.54
20.0,12.0,0.585
20.0,13.0,0.689
20.0,14.0,0.461
20.0,15.0,0.577
20.0,16.0,0.389
20.0,17.0,0.38
20.0,18.0,0.475
20.0,19.0,0.605
20.0,20.0,0.422
20.0,21.0,0.548
20.0,22.0,0.445
20.0,23.0,0.619
20.0,24.0,0.428
20.0,25.0,0.254
20.0,26.0,0.144
20.0,27.0,0.249
20.0,28.0,0.216
20.0,29.0,0.301
20.0,30.0,-0.218
20.0,31.0,0.275
20.0,32.0,0.231
20.0,33.0,0.224
20.0,34.0,0.229
20.0,35.0,0.288
20.0,36.0,0.244
20.0,37.0,0.336
20.0,38.0,0.371
20.0,39.0,0.314
20.0,40.0,0.378
20.0,41.0,0.311
20.0,42.0,0.301
20.0,43.0,0.544
20.0,44.0,0.433
20.0,45.0,0.242
20.0,46.0,0.24
20.0,47.0,0.328
20.0,48.0,0.269
20.0,49.0,0.413
20.0,50.0,0.629
20.0,51.0,0.505
20.0,52.0,0.267
20.0,53.0,0.153
20.0,54.0,0.703
20.0,55.0,0.556
20.0,56.0,0.694
20.0,57.0,0.617
20.0,58.0,0.663
20.0,59.0,0.535
21.0,0.0,0.47
21.0,1.0,0.302
21.0,2.0,0.35
21.0,3.0,0.32
21.0,4.0,0.279
21.0,5.0,0.469
21.0,6.0,0.221
21.0,7.0,0.765
21.0,8.0,0.52
21.0,9.0,0.486
21.0,10.0,0.529
21.0,11.0,0.564
21.0,12.0,0.559
21.0,13.0,0.7
21.0,14.0,0.212
21.0,15.0,0.496
21.0,16.0,0.73
21.0,17.0,0.287
21.0,18.0,0.31
21.0,19.0,0.306
21.0,20.0,0.308
21.0,21.0,0.489
21.0,22.0,0.29
21.0,23.0,0.308
21.0,24.0,0.293
21.0,25.0,0.222
21.0,26.0,0.188
21.0,27.0,0.182
21.0,28.0,0.218
21.0,29.0,-0.154
21.0,30.0,0.281
21.0,31.0,0.223
21.0,32.0,0.216
21.0,33.0,0.204
21.0,34.0,0.417
21.0,35.0,0.303
21.0,36.0,0.257
21.0,37.0,0.404
21.0,38.0,0.453
21.0,39.0,0.417
21.0,40.0,0.312
21.0,41.0,0.301
21.0,42.0,0.421
21.0,43.0,0.316
21.0,44.0,0.309
21.0,45.0,0.258
21.0,46.0,0.276
21.0,47.0,0.265
21.0,48.0,0.007
21.0,49.0,0.479
21.0,50.0,0.37
21.0,51.0,0.507
21.0,52.0,0.681
21.0,53.0,0.332
21.0,54.0,0.568
21.0,55.0,0.633
21.0,56.0,0.435
21.0,57.0,0.677
21.0,58.0,0.662
21.0,59.0,0.535
22.0,0.0,0.511
22.0,1.0,0.302
22.0,2.0,0.225
22.0,3.0,0.555
22.0,4.0,0.445
22.0,5.0,0.464
22.0,6.0,0.455
22.0,7.0,0.42
22.0,8.0,0.413
22.0,9.0,0.522
22.0,10.0,0.448
22.0,11.0,0.686
22.0,12.0,0.625
22.0,13.0,0.65
22.0,14.0,0.446
22.0,15.0,0.446
22.0,16.0,0.374
22.0,17.0,0.386
22.0,18.0,0.366
22.0,19.0,0.401
22.0,20.0,0.311
22.0,21.0,0.337
22.0,22.0,0.367
22.0,23.0,0.26
22.0,24.0,0.318
22.0,25.0,0.273
22.0,26.0,0.274
22.0,27.0,0.405
22.0,28.0,0.485
22.0,29.0,-0.189
22.0,30.0,0.249
22.0,31.0,0.207
22.0,32.0,0.211
22.0,33.0,0.307
22.0,34.0,0.348
22.0,35.0,0.249
22.0,36.0,0.247
22.0,37.0,0.329
22.0,38.0,0.346
22.0,39.0,0.427
22.0,40.0,0.381
22.0,41.0,0.312
22.0,42.0,0.479
22.0,43.0,0.477
22.0,44.0,0.424
22.0,45.0,0.276
22.0,46.0,0.44
22.0,47.0,0.35
22.0,48.0,0.16
22.0,49.0,0.519
22.0,50.0,0.261
22.0,51.0,0.375
22.0,52.0,0.575
22.0,53.0,0.499
22.0,54.0,0.293
22.0,55.0,0.596
22.0,56.0,0.545
22.0,57.0,0.309
22.0,58.0,0.521
22.0,59.0,0.341
23.0,0.0,0.597
23.0,1.0,0.672
23.0,2.0,0.388
23.0,3.0,0.682
23.0,4.0,0.591
23.0,5.0,0.46
23.0,6.0,0.478
23.0,7.0,0.392
23.0,8.0,0.517
23.0,9.0,0.376
23.0,10.0,0.458
23.0,11.0,0.765
23.0,12.0,0.747
23.0,13.0,0.644
23.0,14.0,0.543
23.0,15.0,0.35
23.0,16.0,0.297
23.0,17.0,0.377
23.0,18.0,0.517
23.0,19.0,0.42
23.0,20.0,0.285
23.0,21.0,0.353
23.0,22.0,0.316
23.0,23.0,0.324
23.0,24.0,0.334
23.0,25.0,0.232
23.0,26.0,0.254
23.0,27.0,0.379
23.0,28.0,0.109
23.0,29.0,-0.194
23.0,30.0,0.243
23.0,31.0,0.222
23.0,32.0,0.185
23.0,33.0,0.226
23.0,34.0,0.309
23.0,35.0,0.257
23.0,36.0,0.346
23.0,37.0,0.394
23.0,38.0,0.4
23.0,39.0,0.498
23.0,40.0,0.595
23.0,41.0,0.446
23.0,42.0,0.289
23.0,43.0,0.394
23.0,44.0,0.295
23.0,45.0,0.293
23.0,46.0,0.331
23.0,47.0,0.262
23.0,48.0,0.331
23.0,49.0,0.254
23.0,50.0,0.361
23.0,51.0,0.287
23.0,52.0,0.372
23.0,53.0,0.393
23.0,54.0,0.349
23.0,55.0,0.457
23.0,56.0,0.372
23.0,57.0,0.527
23.0,58.0,0.61
23.0,59.0,0.575
24.0,0.0,0.464
24.0,1.0,0.634
24.0,2.0,0.604
24.0,3.0,0.738
24.0,4.0,0.542
24.0,5.0,0.577
24.0,6.0,0.559
24.0,7.0,0.408
24.0,8.0,0.404
24.0,9.0,0.511
24.0,10.0,0.661
24.0,11.0,0.51
24.0,12.0,0.386
24.0,13.0,0.527
24.0,14.0,0.496
24.0,15.0,0.355
24.0,16.0,0.332
24.0,17.0,0.403
24.0,18.0,0.469
24.0,19.0,0.357
24.0,20.0,0.289
24.0,21.0,0.471
24.0,22.0,0.364
24.0,23.0,0.407
24.0,24.0,0.336
24.0,25.0,0.224
24.0,26.0,0.451
24.0,27.0,0.391
24.0,28.0,-0.132
24.0,29.0,0.275
24.0,30.0,0.232
24.0,31.0,0.231
24.0,32.0,0.238
24.0,33.0,0.232
24.0,34.0,0.214
24.0,35.0,0.212
24.0,36.0,0.304
24.0,37.0,0.26
24.0,38.0,0.505
24.0,39.0,0.666
24.0,40.0,0.595
24.0,41.0,0.452
24.0,42.0,0.307
24.0,43.0,0.355
24.0,44.0,0.451
24.0,45.0,0.415
24.0,46.0,0.41
24.0,47.0,0.455
24.0,48.0,0.307
24.0,49.0,0.255
24.0,50.0,0.48
24.0,51.0,0.492
24.0,52.0,0.386
24.0,53.0,0.315
24.0,54.0,0.339
24.0,55.0,0.3
24.0,56.0,0.456
24.0,57.0,0.69
24.0,58.0,0.5
24.0,59.0,0.614
25.0,0.0,0.717
25.0,1.0,0.536
25.0,2.0,0.724
25.0,3.0,0.742
25.0,4.0,0.678
25.0,5.0,0.577
25.0,6.0,0.554
25.0,7.0,0.491
25.0,8.0,0.471
25.0,9.0,0.643
25.0,10.0,0.565
25.0,11.0,0.497
25.0,12.0,0.668
25.0,13.0,0.635
25.0,14.0,0.516
25.0,15.0,0.414
25.0,16.0,0.427
25.0,17.0,0.468
25.0,18.0,0.588
25.0,19.0,0.447
25.0,20.0,0.377
25.0,21.0,0.351
25.0,22.0,0.247
25.0,23.0,0.309
25.0,24.0,0.27
25.0,25.0,0.189
25.0,26.0,0.25
25.0,27.0,0.24
25.0,28.0,-0.175
25.0,29.0,0.303
25.0,30.0,0.224
25.0,31.0,0.219
25.0,32.0,0.286
25.0,33.0,0.26
25.0,34.0,0.46
25.0,35.0,0.234
25.0,36.0,0.443
25.0,37.0,0.305
25.0,38.0,0.337
25.0,39.0,0.253
25.0,40.0,0.515
